id_capteur,latitude,longitude,valeur,niveau_pollution
5,48.734725115808324,2.526423149970254,434.16,moyen
5,48.734725115808324,2.526423149970254,407.38,moyen
5,48.734725115808324,2.526423149970254,517.19,élevé
5,48.734725115808324,2.526423149970254,475.59,moyen
5,48.734725115808324,2.526423149970254,447.6,moyen
5,48.734725115808324,2.526423149970254,512.56,élevé
5,48.734725115808324,2.526423149970254,404.5,moyen
5,48.734725115808324,2.526423149970254,393.45,faible
5,48.734725115808324,2.526423149970254,420.45,moyen
5,48.734725115808324,2.526423149970254,383.82,faible
5,48.734725115808324,2.526423149970254,439.18,moyen
5,48.734725115808324,2.526423149970254,451.89,moyen
5,48.734725115808324,2.526423149970254,414.74,moyen
5,48.734725115808324,2.526423149970254,430.71,moyen
5,48.734725115808324,2.526423149970254,428.58,moyen
5,48.734725115808324,2.526423149970254,410.97,moyen
5,48.734725115808324,2.526423149970254,414.62,moyen
5,48.734725115808324,2.526423149970254,442.5,moyen
5,48.734725115808324,2.526423149970254,402.51,moyen
5,48.734725115808324,2.526423149970254,437.39,moyen
5,48.734725115808324,2.526423149970254,467.71,moyen
5,48.734725115808324,2.526423149970254,360.09,faible
5,48.734725115808324,2.526423149970254,433.0,moyen
5,48.734725115808324,2.526423149970254,457.37,moyen
5,48.734725115808324,2.526423149970254,499.63,moyen
5,48.734725115808324,2.526423149970254,399.7,faible
5,48.734725115808324,2.526423149970254,413.42,moyen
5,48.734725115808324,2.526423149970254,366.93,faible
5,48.734725115808324,2.526423149970254,445.81,moyen
5,48.734725115808324,2.526423149970254,426.5,moyen
5,48.734725115808324,2.526423149970254,370.05,faible
5,48.734725115808324,2.526423149970254,416.21,moyen
5,48.734725115808324,2.526423149970254,443.69,moyen
5,48.734725115808324,2.526423149970254,390.77,faible
5,48.734725115808324,2.526423149970254,379.63,faible
5,48.734725115808324,2.526423149970254,463.1,moyen
5,48.734725115808324,2.526423149970254,490.99,moyen
5,48.734725115808324,2.526423149970254,378.55,faible
5,48.734725115808324,2.526423149970254,340.17,faible
5,48.734725115808324,2.526423149970254,361.44,faible
5,48.734725115808324,2.526423149970254,455.91,moyen
5,48.734725115808324,2.526423149970254,366.34,faible
5,48.734725115808324,2.526423149970254,400.5,moyen
5,48.734725115808324,2.526423149970254,436.94,moyen
5,48.734725115808324,2.526423149970254,464.24,moyen
5,48.734725115808324,2.526423149970254,434.05,moyen
5,48.734725115808324,2.526423149970254,419.7,moyen
5,48.734725115808324,2.526423149970254,463.07,moyen
5,48.734725115808324,2.526423149970254,430.01,moyen
5,48.734725115808324,2.526423149970254,443.98,moyen
5,48.734725115808324,2.526423149970254,395.91,faible
5,48.734725115808324,2.526423149970254,394.65,faible
5,48.734725115808324,2.526423149970254,431.43,moyen
5,48.734725115808324,2.526423149970254,456.18,moyen
5,48.734725115808324,2.526423149970254,381.02,faible
5,48.734725115808324,2.526423149970254,439.86,moyen
5,48.734725115808324,2.526423149970254,355.55,faible
5,48.734725115808324,2.526423149970254,456.58,moyen
6,49.0208461320992,2.408962580928029,454.98,moyen
6,49.0208461320992,2.408962580928029,465.86,moyen
6,49.0208461320992,2.408962580928029,459.82,moyen
6,49.0208461320992,2.408962580928029,397.04,faible
6,49.0208461320992,2.408962580928029,405.84,moyen
6,49.0208461320992,2.408962580928029,456.19,moyen
6,49.0208461320992,2.408962580928029,382.86,faible
6,49.0208461320992,2.408962580928029,429.45,moyen
6,49.0208461320992,2.408962580928029,400.95,moyen
6,49.0208461320992,2.408962580928029,397.77,faible
6,49.0208461320992,2.408962580928029,382.14,faible
6,49.0208461320992,2.408962580928029,376.51,faible
6,49.0208461320992,2.408962580928029,459.13,moyen
6,49.0208461320992,2.408962580928029,395.06,faible
6,49.0208461320992,2.408962580928029,476.24,moyen
6,49.0208461320992,2.408962580928029,482.86,moyen
6,49.0208461320992,2.408962580928029,476.11,moyen
6,49.0208461320992,2.408962580928029,385.02,faible
6,49.0208461320992,2.408962580928029,417.67,moyen
6,49.0208461320992,2.408962580928029,447.97,moyen
6,49.0208461320992,2.408962580928029,429.95,moyen
6,49.0208461320992,2.408962580928029,419.96,moyen
6,49.0208461320992,2.408962580928029,439.45,moyen
6,49.0208461320992,2.408962580928029,423.35,moyen
6,49.0208461320992,2.408962580928029,478.23,moyen
6,49.0208461320992,2.408962580928029,378.8,faible
6,49.0208461320992,2.408962580928029,428.79,moyen
6,49.0208461320992,2.408962580928029,449.41,moyen
6,49.0208461320992,2.408962580928029,380.38,faible
6,49.0208461320992,2.408962580928029,422.12,moyen
6,49.0208461320992,2.408962580928029,386.51,faible
6,49.0208461320992,2.408962580928029,404.43,moyen
6,49.0208461320992,2.408962580928029,441.19,moyen
6,49.0208461320992,2.408962580928029,510.53,élevé
14,48.902334936741546,2.326957018540818,355.34,faible
14,48.902334936741546,2.326957018540818,453.25,moyen
14,48.902334936741546,2.326957018540818,371.55,faible
14,48.902334936741546,2.326957018540818,408.06,moyen
14,48.902334936741546,2.326957018540818,410.58,moyen
14,48.902334936741546,2.326957018540818,423.75,moyen
14,48.902334936741546,2.326957018540818,398.3,faible
14,48.902334936741546,2.326957018540818,414.48,moyen
14,48.902334936741546,2.326957018540818,449.97,moyen
14,48.902334936741546,2.326957018540818,374.48,faible
14,48.902334936741546,2.326957018540818,408.69,moyen
14,48.902334936741546,2.326957018540818,393.37,faible
14,48.902334936741546,2.326957018540818,393.17,faible
14,48.902334936741546,2.326957018540818,362.67,faible
14,48.902334936741546,2.326957018540818,476.61,moyen
14,48.902334936741546,2.326957018540818,386.64,faible
14,48.902334936741546,2.326957018540818,414.59,moyen
14,48.902334936741546,2.326957018540818,399.8,faible
14,48.902334936741546,2.326957018540818,379.42,faible
14,48.902334936741546,2.326957018540818,449.69,moyen
14,48.902334936741546,2.326957018540818,390.37,faible
19,48.826368943310264,2.210942402975674,388.91,faible
19,48.826368943310264,2.210942402975674,416.23,moyen
19,48.826368943310264,2.210942402975674,348.39,faible
19,48.826368943310264,2.210942402975674,467.58,moyen
19,48.826368943310264,2.210942402975674,451.01,moyen
19,48.826368943310264,2.210942402975674,464.84,moyen
19,48.826368943310264,2.210942402975674,464.39,moyen
19,48.826368943310264,2.210942402975674,438.81,moyen
19,48.826368943310264,2.210942402975674,477.49,moyen
19,48.826368943310264,2.210942402975674,469.28,moyen
19,48.826368943310264,2.210942402975674,425.02,moyen
19,48.826368943310264,2.210942402975674,463.88,moyen
19,48.826368943310264,2.210942402975674,418.59,moyen
19,48.826368943310264,2.210942402975674,458.34,moyen
19,48.826368943310264,2.210942402975674,437.72,moyen
19,48.826368943310264,2.210942402975674,447.75,moyen
19,48.826368943310264,2.210942402975674,424.79,moyen
19,48.826368943310264,2.210942402975674,395.9,faible
19,48.826368943310264,2.210942402975674,393.0,faible
19,48.826368943310264,2.210942402975674,374.26,faible
19,48.826368943310264,2.210942402975674,391.69,faible
19,48.826368943310264,2.210942402975674,459.8,moyen
22,48.86748136867505,2.334064204222971,407.62,moyen
22,48.86748136867505,2.334064204222971,376.25,faible
22,48.86748136867505,2.334064204222971,378.66,faible
22,48.86748136867505,2.334064204222971,358.37,faible
22,48.86748136867505,2.334064204222971,392.49,faible
22,48.86748136867505,2.334064204222971,401.52,moyen
22,48.86748136867505,2.334064204222971,447.85,moyen
22,48.86748136867505,2.334064204222971,396.7,faible
22,48.86748136867505,2.334064204222971,432.23,moyen
22,48.86748136867505,2.334064204222971,489.43,moyen
22,48.86748136867505,2.334064204222971,422.12,moyen
22,48.86748136867505,2.334064204222971,387.31,faible
22,48.86748136867505,2.334064204222971,431.51,moyen
22,48.86748136867505,2.334064204222971,414.16,moyen
22,48.86748136867505,2.334064204222971,329.44,faible
22,48.86748136867505,2.334064204222971,423.97,moyen
22,48.86748136867505,2.334064204222971,497.02,moyen
22,48.86748136867505,2.334064204222971,311.52,faible
22,48.86748136867505,2.334064204222971,463.93,moyen
22,48.86748136867505,2.334064204222971,409.94,moyen
22,48.86748136867505,2.334064204222971,395.23,faible
22,48.86748136867505,2.334064204222971,370.08,faible
22,48.86748136867505,2.334064204222971,450.6,moyen
22,48.86748136867505,2.334064204222971,352.71,faible
22,48.86748136867505,2.334064204222971,376.01,faible
22,48.86748136867505,2.334064204222971,407.41,moyen
22,48.86748136867505,2.334064204222971,379.04,faible
22,48.86748136867505,2.334064204222971,474.6,moyen
22,48.86748136867505,2.334064204222971,462.18,moyen
23,48.86773642864859,2.333754199041166,383.89,faible
23,48.86773642864859,2.333754199041166,458.33,moyen
23,48.86773642864859,2.333754199041166,396.42,faible
23,48.86773642864859,2.333754199041166,371.52,faible
23,48.86773642864859,2.333754199041166,452.14,moyen
23,48.86773642864859,2.333754199041166,388.3,faible
23,48.86773642864859,2.333754199041166,384.0,faible
23,48.86773642864859,2.333754199041166,389.55,faible
23,48.86773642864859,2.333754199041166,455.56,moyen
23,48.86773642864859,2.333754199041166,423.53,moyen
23,48.86773642864859,2.333754199041166,423.73,moyen
